candidate_id,file_path,function_or_class,score,reason_codes,admitted,patchable,rejection_reason
"darker_skip_glob_failing_test","src/darker/__main__.py","[""format_edited_parts"",""_modify_and_reformat_single_file"",""_reformat_and_flynt_single_file"",""_maybe_flynt_single_file"",""_maybe_reformat_single_file"",""_drop_changes_on_unedited_lines"",""modify_file"",""print_diff"",""print_source"",""_import_pygments""]","20","[""direct_traceback_membership"",""imported_by_target_test"",""skip_glob_intent_source_surface_hint"",""skip_glob_path_relevance"",""source_file_patchable"",""symbol_overlap:main""]","True","True",""
"darker_skip_glob_failing_test","src/darker/import_sorting.py","[""IsortArgs"",""apply_isort"",""_build_isort_args"",""_call_isort_code"",""_diff_overlaps_with_edits"",""isort_code"",""isort_code""]","15","[""imported_by_target_test"",""skip_glob_intent_source_surface_hint"",""skip_glob_path_relevance"",""source_file_patchable"",""symbol_overlap:isort""]","True","True",""
"darker_skip_glob_failing_test","src/darker/formatters/__init__.py","[""get_formatter_entry_points"",""get_formatter_names"",""create_formatter""]","9","[""imported_by_target_test"",""source_file_patchable"",""symbol_overlap:formatter""]","True","True",""
"darker_skip_glob_failing_test","src/darker/exceptions.py","[""DependencyError"",""IncompatiblePackageError"",""MissingPackageError""]","6","[""imported_by_target_test"",""source_file_patchable""]","True","True",""
